DNTNO,HDATE,HTIME,PRDCD,RSHLD,HLDBY,HLDPROG,RSCLR,CDATE,CTIME,CLRBY,CLRPROG
G095622389534M ,20240426,104132379,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095622490956Q ,20231120,121123335,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095622492637O ,20230907,133559245,PF56,RD ,MAWS0001,PCQ04   ,   ,00000000,0000,        ,        
G095622498606G ,20240627,083840068,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622498857F ,20240208,092837527,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095622500044Y ,20230920,101516842,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G0956225002666 ,20240220,162837285,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622502274B ,20230222,145600289,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622508749P ,20231011,084012937,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095622511793N ,20250220,093648234,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956225122868 ,20241203,154013114,PF56,RD ,ROBI0013,PCQ04   ,   ,00000000,0000,        ,        
G0956225122884 ,20240301,153257993,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956225155966 ,20231129,120906162,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622517549P ,20230227,093559706,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095622518687Q ,20230304,102118860,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095622523618Q ,20231108,084217903,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956225242249 ,20250503,095308992,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622524942N ,20240220,092656650,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622528130V ,20230915,090929682,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622531630Y ,20231107,140743303,PF56,RD ,RUSC0001,PCQ04   ,   ,00000000,0000,        ,        
G095622539115I ,20240527,104733256,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622541145S ,20240221,175442426,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095622551248J ,20231018,191956256,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095622553762P ,20230503,114327382,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095622554401M ,20240212,162522251,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956225547661 ,20240227,160205946,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622554956Q ,20230511,152913418,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095622558823P ,20230802,142211834,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956225595935 ,20250503,120345441,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956225597383 ,20240318,162102456,PF56,RD ,CURL0004,PCQ04   ,   ,00000000,0000,        ,        
G095622569965N ,20231019,104815319,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095622576784C ,20240316,092552159,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956225768668 ,20231030,142736237,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956225796937 ,20230810,121207712,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095622580353B ,20240117,135517016,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622581682Z ,20230420,140757956,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622583530Z ,20240321,153926193,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622591733D ,20240227,161520588,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622591886G ,20240129,132246390,PF56,RD ,BARR0025,PCQ04   ,   ,00000000,0000,        ,        
G0956225942988 ,20230426,164005360,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G0956225945388 ,20230516,102327761,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G0956225993121 ,20230704,111628972,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G0956226012644 ,20230520,132422917,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622611277* ,20231031,141718739,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622713653Z ,20230809,123853420,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G0956227137312 ,20230531,163949677,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G0956227140323 ,20230523,094809895,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095622719039K ,20240118,082423065,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095622719552N ,20240423,114127688,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956227279868 ,20240205,094311816,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622728044A ,20221115,131909190,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095622737182B ,20230725,125916321,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622743941Y ,20221117,140350586,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622744014M ,20240601,102129614,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095622744116A ,20240111,111118086,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095622744195H ,20230705,111515788,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095622744568S ,20240117,161231444,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956227488878 ,20230919,123137668,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095622750707X ,20230120,174005393,PF56,RD ,SECGRP02,PCQ04   ,   ,00000000,0000,        ,        
G0956227526407 ,20230713,105007658,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622754690T ,20230308,094511023,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956227553572 ,20230520,123201012,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622757465* ,20221214,104557660,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095622757788Z ,20230310,125126003,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956227584161 ,20240402,142446131,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622758956J ,20230413,163232988,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095622758962N ,20230921,153121727,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622759025F ,20230727,115625345,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622761464S ,20230811,111601119,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956227615868 ,20230714,161654694,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622764185V ,20240607,180716268,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622765155R ,20240410,173546988,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622765934A ,20231023,154744614,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622766401F ,20230928,154225090,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956227672886 ,20240319,090524928,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622775822V ,20230922,090022206,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095622775922N ,20240710,102528697,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095622778653M ,20230418,164903148,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095622778753E ,20241217,151532244,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622779355Q ,20230503,151957864,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095622779441U ,20230624,134516198,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622780217A ,20230429,113903847,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G0956227812937 ,20231127,162845485,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622782220P ,20231213,110041096,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956227866131 ,20230811,172811019,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095622786656G ,20240613,152758636,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622788075Q ,20230531,163934005,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095622789171A ,20240403,153013296,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622790154D ,20230526,152939954,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G0956227929976 ,20230920,171634210,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095622794752G ,20230619,154334441,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095623101786X ,20240730,110228567,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623103442C ,20240201,110349249,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095623104118K ,20230531,163949708,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G0956231083810 ,20240229,151028378,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623108705T ,20230529,090635542,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623108841D ,20240614,154541996,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956231117749 ,20231216,090238925,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623112391N ,20231130,093429104,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623113806U ,20240104,164407176,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623118403P ,20231020,103607621,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623119277Q ,20230619,154312878,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G0956231237226 ,20240629,114830898,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623124044Y ,20240105,085355117,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956231256463 ,20240528,124030754,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623129349V ,20230714,161654756,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G0956231313698 ,20230627,155121337,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095623131918J ,20231104,083917066,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623132652N ,20240506,095201290,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623134912K ,20240213,104632584,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095623138077V ,20230816,170743317,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623146976Z ,20240227,160205993,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G0956231471953 ,20231023,154744661,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623150224V ,20250318,145011068,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G0956231504463 ,20230713,105007690,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623152842L ,20230608,092047204,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095623153624P ,20240717,094500282,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623155796R ,20231211,165200401,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623157878S ,20231212,134327076,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623160789* ,20231102,093240337,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623167218V ,20240205,163541543,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623168310N ,20230712,165159146,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G095623172023R ,20240709,110301772,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956231745579 ,20240906,091425006,PF56,RD ,LEES0004,PCQ04   ,   ,00000000,0000,        ,        
G095623175499I ,20240220,162837332,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956231787549 ,20230713,170055416,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G0956231798301 ,20230916,105653165,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623185238S ,20241106,104734640,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623186638H ,20230802,142211866,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623194279V ,20240318,162102488,PF56,RD ,CURL0004,PCQ04   ,   ,00000000,0000,        ,        
G095623196546U ,20231116,124542809,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623201983X ,20230928,154225121,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623206088F ,20230705,153220565,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623213640F ,20231209,132003891,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956232151823 ,20230905,110743980,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095623216935B ,20240729,101544161,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623219447W ,20240117,135517094,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623221552F ,20231228,102704122,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623224707Z ,20230803,100707235,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095623232485V ,20240409,103829429,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623234173V ,20250503,120345457,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623239502N ,20240201,110349374,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095623243053V ,20240516,113036204,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956232464947 ,20231030,142736253,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956232494736 ,20240613,124058510,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623252471G ,20231114,123146446,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623262007W ,20240122,102946186,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623264092B ,20240607,180716299,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623268727K ,20240410,173547050,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623273684L ,20230904,123148144,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623277130P ,20231024,143144752,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623283035I ,20240321,153926225,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623284898J ,20230926,141331388,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623285132L ,20240301,153258571,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623286628V ,20230914,084953341,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623292709O ,20231020,103607668,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623295220Q ,20231127,162845532,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623297612* ,20230920,101516904,PF56,RD ,GROUP001,PCQ04   ,   ,00000000,0000,        ,        
G095623303348S ,20240221,175442458,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623306923O ,20231104,083917082,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623311214J ,20231116,124542856,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623312097I ,20231129,120906224,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623316891D ,20240614,154542027,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623321637F ,20240319,090525084,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956233239270 ,20231125,082412818,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623335402V ,20231127,162918314,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623339780Q ,20250220,093648250,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623340014T ,20240415,165637365,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623341235O ,20240801,094942721,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956233431979 ,20231130,093429135,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956233462496 ,20240109,181808298,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623350909U ,20240129,132246437,PF56,RD ,BARR0025,PCQ04   ,   ,00000000,0000,        ,        
G095623351371D ,20240102,113210686,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623352016Z ,20240524,160942657,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095623353102N ,20240122,092138501,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623357364Q ,20240402,142402131,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623358747H ,20231229,111101326,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623359390R ,20240516,113036313,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956233600310 ,20240619,113139507,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956233702011 ,20240802,152620952,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623372653O ,20231209,132003906,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623373644A ,20240423,092459488,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623375580F ,20240418,103105627,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623379003H ,20240713,111614174,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623379769* ,20240227,160206040,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623380641W ,20240113,130820526,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956233887998 ,20240117,135517141,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G0956233892300 ,20231221,113355038,PF56,RD ,MEDH0002,PCQ04   ,   ,00000000,0000,        ,        
G095623393480S ,20250503,120345472,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623393805I ,20240105,094618029,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956233945492 ,20240916,085536429,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956233952908 ,20240515,085553567,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956233984958 ,20240906,091425038,PF56,RD ,LEES0004,PCQ04   ,   ,00000000,0000,        ,        
G095623400432K ,20240216,141111894,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095623401105Y ,20240118,082423143,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956234094488 ,20240423,104216016,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623414442V ,20240313,134554911,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623417330* ,20241106,104734656,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623422241C ,20240608,075559804,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623425060B ,20240122,092204111,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623426455V ,20240514,103137147,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623427433R ,20240705,094443040,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623427825W ,20250110,140433017,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623434971S ,20240229,151028440,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623436805O ,20240626,085132216,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956234422584 ,20240220,162837363,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623442629J ,20250607,094422429,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623442652L ,20240622,083410189,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G0956234429405 ,20240208,092837683,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623443017M ,20240603,104334401,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956234431624 ,20240627,083840099,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623446268A ,20250111,144044908,PF56,RD ,CURL0004,PCQ04   ,   ,00000000,0000,        ,        
G095623448345L ,20240806,121129975,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623449654G ,20240406,105215167,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623453862R ,20240730,110228645,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623457320N ,20240709,143028092,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623457619M ,20240906,092357465,PF56,RD ,LEES0004,PCQ04   ,   ,00000000,0000,        ,        
G0956234588929 ,20250507,090357474,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623462813T ,20250318,145011099,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095623463563H ,20240220,163449056,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623465662G ,20240807,145329825,PF56,RD ,DUNN0039,PCQ04   ,   ,00000000,0000,        ,        
G095623467650T ,20240321,153926256,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623469243R ,20240615,085554355,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623470727P ,20240704,092413151,PF56,RD ,GENT0002,PCQ04   ,   ,00000000,0000,        ,        
G095623473223P ,20240610,132949070,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956234757569 ,20240605,094955193,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623476852U ,20240717,094500314,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956234781665 ,20240416,155028062,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623483248C ,20240830,093726427,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623483340K ,20240308,142428299,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623486064H ,20240423,103443924,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623486557C ,20240409,103829476,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623488537P ,20240927,135352118,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956234912692 ,20240423,092459597,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623491548P ,20240611,144121969,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623495994S ,20240323,102937110,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623497362N ,20240419,082425166,PF56,RD ,TM0000T1,PCQ04   ,   ,00000000,0000,        ,        
G095623501262I ,20240501,153354105,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623502780W ,20240111,111118164,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956235111318 ,20231011,152832145,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623512523Y ,20240105,094618076,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623513880D ,20230920,171634257,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623518298Z ,20240702,104154796,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623526949Y ,20240111,111317371,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956235292911 ,20250318,145011130,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
G095623532077J ,20240205,163541574,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G095623532552Y ,20240227,160206165,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623532619S ,20240726,101831279,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G0956235348002 ,20240405,123044282,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G0956235357551 ,20240802,152600686,PF56,RD ,GROUP0G2,PCQ04   ,   ,00000000,0000,        ,        
G0956235395340 ,20240629,114830929,PF56,RD ,GROUP0G1,PCQ04   ,   ,00000000,0000,        ,        
G095623540660Q ,20240410,173547207,PF56,RD ,SECGRP01,PCQ04   ,   ,00000000,0000,        ,        
G095623701280Y ,20230620,153636405,PF56,RD ,GROUP003,PCQ04   ,   ,00000000,0000,        ,        
G0956237027839 ,20231215,110922850,PF56,RD ,TM0000T4,PCQ04   ,   ,00000000,0000,        ,        
