DNTNO,HDATE,HTIME,PRDCD,RSHLD,HLDBY,HLDPROG,RSCLR,CDATE,CTIME,CLRBY,CLRPROG
G095624355425A ,20241030,161911552,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624358624M ,20241030,161834856,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624386405H ,20241105,153749676,PF56,QLP,SING0028,MTHPCS11,   ,00000000,0000,        ,        
G095624521326B ,20241120,173615000,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624525226T ,20241120,173506538,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0956245391723 ,20241120,173411420,PF56,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G095624554146N ,20250324,221332570,PF57,QLP,FARN0006,MTHPCS11,   ,00000000,0000,        ,        
G0525231110645 ,20230425,165458950,SP54,RD ,KEEN0010,MTHPCS11,   ,00000000,0000,        ,        
G0525231110645 ,20230425,165458950,SP55,RD ,KEEN0010,MTHPCS11,   ,00000000,0000,        ,        
G052523182130* ,20230425,170037330,PF56,RD ,KEEN0010,MTHPCS11,   ,00000000,0000,        ,        
G052522269453E ,20240522,103324550,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224158606 ,20240523,102329013,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224159078 ,20240522,123315029,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522415913C ,20240522,103324956,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224159158 ,20240522,103325018,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522425910N ,20240522,123315107,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522427012M ,20240522,123315170,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522427824O ,20240522,103325097,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224282491 ,20240522,123315404,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522428977B ,20240523,102329146,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224289789 ,20240522,123315545,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522428990H ,20240522,103325175,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522429014N ,20240522,103325237,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522429015L ,20240522,123315623,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522429022N ,20240521,103202456,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522429027D ,20240522,123315701,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224290619 ,20240827,144743966,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224290627 ,20240522,123315779,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522429067Y ,20240522,123315842,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224290731 ,20240522,123315920,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522429658P ,20240522,123315998,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522429658P ,20240827,144744044,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525224296600 ,20240522,123316099,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522451237P ,20240522,123316591,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522747429C ,20240523,102329536,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522750169Q ,20240523,102329740,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525227523308 ,20240522,103325894,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525227583635 ,20240522,123318470,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525227583635 ,20240522,123318563,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525227871040 ,20240813,154445143,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523111710E ,20240813,154445971,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523111728V ,20240813,154446065,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523111748N ,20240813,154446143,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523112566J ,20240813,154446206,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523113839M ,20240813,154446284,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231145159 ,20240813,154446346,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231146143 ,20240813,154446424,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231146207 ,20240813,154446487,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523114668C ,20240813,154446549,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523114680K ,20240813,154446612,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523114685A ,20240813,154446690,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523114716S ,20240813,154446752,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523115828X ,20240723,164152805,SP54,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523115828X ,20240723,164152899,SP55,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523119901K ,20240723,164152977,PF56,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523129577H ,20240813,154446893,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523129638N ,20240813,154446956,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231317604 ,20240813,154447018,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523131788H ,20240813,154447096,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523131811E ,20240813,154447159,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523131813A ,20240813,154447221,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231318148 ,20240813,154447299,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523150502T ,20240813,154448346,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523150503R ,20240813,154448440,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231505289 ,20240813,154448518,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231505297 ,20240813,154448581,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523150557* ,20240813,154448643,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523150573* ,20240813,154448706,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523150576U ,20240813,154448784,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523173436G ,20240813,154448846,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523173486X ,20240813,154448909,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523178312Y ,20240723,164153055,PF56,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523178917D ,20240723,164153149,PF56,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523187829Y ,20240813,154448987,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231884487 ,20240813,154449049,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523188450J ,20240813,154449127,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231884559 ,20240813,154449190,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231884647 ,20240813,154449268,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231912997 ,20240909,134132894,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523191302C ,20240909,134133034,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231913080 ,20240909,134133190,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231913152 ,20240909,134133315,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523191319V ,20240909,134133394,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231990079 ,20240813,154449331,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231990167 ,20240813,154449393,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231990255 ,20240813,154449471,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231990351 ,20240813,154449534,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199039U ,20240813,154449596,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199047U ,20240813,154449659,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199398L ,20240909,134133457,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199399J ,20240909,134133535,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199403M ,20240909,134133597,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199407E ,20240909,134133675,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199408C ,20240909,134133738,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199421I ,20240909,134133816,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199422G ,20240909,134133879,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199424C ,20240909,134133957,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231994364 ,20240909,134134019,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199441A ,20240909,134134097,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199448X ,20240909,134134160,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231994700 ,20240909,134134238,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199479J ,20240909,134134301,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523199480X ,20240909,134134379,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232062404 ,20240813,154449737,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523206251Z ,20240813,154449799,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523206257N ,20240813,154449877,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523206260X ,20240813,154449940,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523206269F ,20240813,154450018,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523206279B ,20240813,154450081,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232063036 ,20240813,154450159,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232063132 ,20240813,154450221,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523206317V ,20240813,154450284,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523206337N ,20240813,154450362,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523230849C ,20240813,154450862,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523230852M ,20240813,154450940,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523230855G ,20240813,154451002,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523230913S ,20240813,154451081,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523237766H ,20240813,154451159,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232377949 ,20240813,154451237,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232378024 ,20240813,154451299,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523239319V ,20240813,154451377,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232399690 ,20240813,154451456,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232401529 ,20240813,154451534,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523240186Q ,20240813,154451596,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232402097 ,20240813,154451674,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523242014Y ,20240813,154451737,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523243372B ,20240813,154451799,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232433747 ,20240813,154451909,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523243404R ,20240813,154451971,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523243409H ,20240813,154452049,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523243411T ,20240813,154452112,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523244001C ,20240813,154452190,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232440891 ,20240813,154452284,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232458837 ,20240911,135508441,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523245897W ,20240911,135508554,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523245903V ,20240911,135508616,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523246806H ,20240813,154452346,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232468285 ,20240813,154452424,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523246841B ,20240813,154452487,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523246953W ,20240813,154452565,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232480096 ,20240723,164153227,PF56,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523250887A ,20240813,154452643,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232508896 ,20240813,154452721,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523250890K ,20240813,154452799,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523251101K ,20240909,134134441,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523251105C ,20240909,134134519,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232511318 ,20240909,134134582,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232511350 ,20240909,134134644,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523251136Z ,20240909,134134722,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232511502 ,20240909,134134785,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523251153X ,20240909,134134863,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523251159L ,20240909,134134941,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523251162V ,20240909,134135051,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523252303L ,20240813,154452862,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523252303L ,20240813,154452940,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232523443 ,20240813,154452987,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232523507 ,20240813,154453065,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523257945L ,20240909,134135113,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523258276A ,20240723,164153305,PF56,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523259045O ,20240813,154453221,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523259063K ,20240813,154453284,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232598095 ,20240813,154453362,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232598167 ,20240813,154453440,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523259968C ,20240813,154453502,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523260041X ,20240813,154453565,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523260054N ,20240813,154453643,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523260055L ,20240813,154453721,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523260057H ,20240813,154453799,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523260066F ,20240813,154453862,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523260091D ,20240813,154453924,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232600955 ,20240813,154454002,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523260099Y ,20240813,154454065,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523261165U ,20240813,154454127,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523261192O ,20240813,154454206,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525232621051 ,20240813,154454268,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523262106* ,20240813,154454346,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523263423V ,20240723,164153399,SP54,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523263423V ,20240723,164153477,SP55,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523263429J ,20240723,164153555,SP54,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523263429J ,20240723,164153633,SP55,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523263439F ,20240723,164153711,SP54,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523263439F ,20240723,164153774,SP55,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523263443N ,20240723,164153852,SP54,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523263443N ,20240723,164153930,SP55,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523265274U ,20240813,154454409,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523265522U ,20240911,135508694,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523265540Q ,20240911,135508756,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523265544I ,20240911,135508834,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523265548A ,20240911,135508912,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523266031F ,20240723,164154008,PF56,TOT,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523267948K ,20240909,134135191,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523267951U ,20240909,134135254,PF56,TOT,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
